"";"ENSG00000001084";"ENSG00000001461";"ENSG00000002587";"ENSG00000004864";"ENSG00000005001";"ENSG00000005187";"ENSG00000005379";"ENSG00000005448";"ENSG00000005700";"ENSG00000005884";"ENSG00000006118";"ENSG00000006831";"ENSG00000007062";"ENSG00000007237";"ENSG00000008394";"ENSG00000008952";"ENSG00000009765";"ENSG00000011105";"ENSG00000011347";"ENSG00000012232";"ENSG00000013583";"ENSG00000014914";"ENSG00000019144";"ENSG00000019505";"ENSG00000021300";"ENSG00000023171";"ENSG00000023228";"ENSG00000023445";"ENSG00000023697";"ENSG00000024862";"ENSG00000025423";"ENSG00000026025";"ENSG00000026103";"ENSG00000034510";"ENSG00000034693";"ENSG00000035499";"ENSG00000038210";"ENSG00000042781";"ENSG00000042980";"ENSG00000049089";"ENSG00000050344";"ENSG00000051108";"ENSG00000052795";"ENSG00000053371";"ENSG00000053918";"ENSG00000058085";"ENSG00000060971";"ENSG00000061273";"ENSG00000061337";"ENSG00000063241";"ENSG00000064547";"ENSG00000064651";"ENSG00000065320";"ENSG00000066279";"ENSG00000066583";"ENSG00000066855";"ENSG00000067057";"ENSG00000067225";"ENSG00000069535";"ENSG00000070404";"ENSG00000070882";"ENSG00000071051";"ENSG00000071537";"ENSG00000072195";"ENSG00000072210";"ENSG00000072682";"ENSG00000072864";"ENSG00000073169";"ENSG00000073792";"ENSG00000074181";"ENSG00000074416";"ENSG00000074657";"ENSG00000074935";"ENSG00000075234";"ENSG00000075643";"ENSG00000076258";"ENSG00000076555";"ENSG00000076706";"ENSG00000077274";"ENSG00000078070";"ENSG00000079557";"ENSG00000079739";"ENSG00000080293";"ENSG00000080503";"ENSG00000080819";"ENSG00000081377";"ENSG00000082146";"ENSG00000082458";"ENSG00000082512";"ENSG00000082684";"ENSG00000083123";"ENSG00000083307";"ENSG00000083720";"ENSG00000084674";"ENSG00000084734";"ENSG00000085644";"ENSG00000085733";"ENSG00000087299";"ENSG00000088992";"ENSG00000089195";"ENSG00000089327";"ENSG00000090020";"ENSG00000091157";"ENSG00000091262";"ENSG00000091317";"ENSG00000091483";"ENSG00000091513";"ENSG00000091656";"ENSG00000091986";"ENSG00000092929";"ENSG00000092969";"ENSG00000095321";"ENSG00000096093";"ENSG00000096433";"ENSG00000099282";"ENSG00000100003";"ENSG00000100024";"ENSG00000100342";"ENSG00000100379";"ENSG00000100504";"ENSG00000100528";"ENSG00000100605";"ENSG00000100612";"ENSG00000100614";"ENSG00000100714";"ENSG00000100767";"ENSG00000100889";"ENSG00000100897";"ENSG00000100934";"ENSG00000101210";"ENSG00000101230";"ENSG00000101236";"ENSG00000101298";"ENSG00000101384";"ENSG00000101443";"ENSG00000101856";"ENSG00000101974";"ENSG00000102007";"ENSG00000102057";"ENSG00000102531";"ENSG00000102543";"ENSG00000102738";"ENSG00000102763";"ENSG00000102780";"ENSG00000103064";"ENSG00000103150";"ENSG00000103507";"ENSG00000103569";"ENSG00000103642";"ENSG00000104154";"ENSG00000104325";"ENSG00000104413";"ENSG00000104738";"ENSG00000104936";"ENSG00000104998";"ENSG00000105443";"ENSG00000105655";"ENSG00000106049";"ENSG00000106780";"ENSG00000107186";"ENSG00000107249";"ENSG00000107537";"ENSG00000107745";"ENSG00000107789";"ENSG00000107897";"ENSG00000108106";"ENSG00000108179";"ENSG00000108187";"ENSG00000108244";"ENSG00000108370";"ENSG00000108439";"ENSG00000109089";"ENSG00000109181";"ENSG00000109466";"ENSG00000109519";"ENSG00000109576";"ENSG00000109586";"ENSG00000109618";"ENSG00000109736";"ENSG00000109814";"ENSG00000109919";"ENSG00000110435";"ENSG00000110660";"ENSG00000110871";"ENSG00000111052";"ENSG00000111058";"ENSG00000111110";"ENSG00000111271";"ENSG00000111275";"ENSG00000111319";"ENSG00000111341";"ENSG00000111344";"ENSG00000111647";"ENSG00000111666";"ENSG00000111727";"ENSG00000111897";"ENSG00000111907";"ENSG00000112208";"ENSG00000112293";"ENSG00000112294";"ENSG00000112304";"ENSG00000112425";"ENSG00000112796";"ENSG00000112874";"ENSG00000112964";"ENSG00000113361";"ENSG00000113615";"ENSG00000113758";"ENSG00000113790";"ENSG00000113851";"ENSG00000114021";"ENSG00000114023";"ENSG00000114054";"ENSG00000114120";"ENSG00000114166";"ENSG00000114480";"ENSG00000114770";"ENSG00000114923";"ENSG00000115009";"ENSG00000115042";"ENSG00000115255";"ENSG00000115339";"ENSG00000115425";"ENSG00000116005";"ENSG00000116138";"ENSG00000116171";"ENSG00000116584";"ENSG00000116661";"ENSG00000116685";"ENSG00000116688";"ENSG00000116690";"ENSG00000116704";"ENSG00000116717";"ENSG00000116771";"ENSG00000116990";"ENSG00000117009";"ENSG00000117054";"ENSG00000117152";"ENSG00000118094";"ENSG00000118514";"ENSG00000118785";"ENSG00000119285";"ENSG00000119318";"ENSG00000119408";"ENSG00000119471";"ENSG00000119681";"ENSG00000119986";"ENSG00000120049";"ENSG00000120137";"ENSG00000120440";"ENSG00000120800";"ENSG00000120875";"ENSG00000121210";"ENSG00000121691";"ENSG00000121903";"ENSG00000122194";"ENSG00000122359";"ENSG00000122378";"ENSG00000122729";"ENSG00000122863";"ENSG00000122870";"ENSG00000122912";"ENSG00000123191";"ENSG00000123472";"ENSG00000124098";"ENSG00000124225";"ENSG00000124299";"ENSG00000124429";"ENSG00000124875";"ENSG00000125037";"ENSG00000125149";"ENSG00000125246";"ENSG00000125398";"ENSG00000125731";"ENSG00000125775";"ENSG00000125841";"ENSG00000125845";"ENSG00000125885";"ENSG00000125898";"ENSG00000125966";"ENSG00000126947";"ENSG00000127241";"ENSG00000127249";"ENSG00000127415";"ENSG00000127863";"ENSG00000127884";"ENSG00000128242";"ENSG00000128284";"ENSG00000128294";"ENSG00000128311";"ENSG00000128567";"ENSG00000128591";"ENSG00000128655";"ENSG00000128849";"ENSG00000129151";"ENSG00000129354";"ENSG00000130173";"ENSG00000130203";"ENSG00000130830";"ENSG00000131037";"ENSG00000131378";"ENSG00000131389";"ENSG00000131504";"ENSG00000131620";"ENSG00000131791";"ENSG00000131844";"ENSG00000132003";"ENSG00000132359";"ENSG00000132386";"ENSG00000132394";"ENSG00000132470";"ENSG00000132763";"ENSG00000132837";"ENSG00000132840";"ENSG00000132855";"ENSG00000133135";"ENSG00000133835";"ENSG00000134057";"ENSG00000134072";"ENSG00000134245";"ENSG00000134258";"ENSG00000134533";"ENSG00000134538";"ENSG00000134627";"ENSG00000134864";"ENSG00000135297";"ENSG00000135373";"ENSG00000135480";"ENSG00000135519";"ENSG00000135540";"ENSG00000135596";"ENSG00000135723";"ENSG00000135931";"ENSG00000135960";"ENSG00000136052";"ENSG00000136059";"ENSG00000136108";"ENSG00000136193";"ENSG00000136463";"ENSG00000136783";"ENSG00000136840";"ENSG00000136856";"ENSG00000136868";"ENSG00000136881";"ENSG00000137070";"ENSG00000137124";"ENSG00000137142";"ENSG00000137364";"ENSG00000137404";"ENSG00000137414";"ENSG00000137491";"ENSG00000137513";"ENSG00000137561";"ENSG00000137573";"ENSG00000137642";"ENSG00000137673";"ENSG00000137710";"ENSG00000137806";"ENSG00000137824";"ENSG00000137857";"ENSG00000137992";"ENSG00000138030";"ENSG00000138119";"ENSG00000138413";"ENSG00000138600";"ENSG00000138759";"ENSG00000138772";"ENSG00000138792";"ENSG00000138796";"ENSG00000139044";"ENSG00000139269";"ENSG00000139508";"ENSG00000139540";"ENSG00000139547";"ENSG00000139644";"ENSG00000139684";"ENSG00000139880";"ENSG00000139899";"ENSG00000140374";"ENSG00000140443";"ENSG00000140450";"ENSG00000140470";"ENSG00000140479";"ENSG00000140545";"ENSG00000140876";"ENSG00000140931";"ENSG00000141384";"ENSG00000141524";"ENSG00000141934";"ENSG00000142149";"ENSG00000142279";"ENSG00000142494";"ENSG00000142611";"ENSG00000142655";"ENSG00000143149";"ENSG00000143333";"ENSG00000143365";"ENSG00000143816";"ENSG00000143819";"ENSG00000143845";"ENSG00000144026";"ENSG00000144040";"ENSG00000144357";"ENSG00000144369";"ENSG00000144481";"ENSG00000145014";"ENSG00000145217";"ENSG00000145284";"ENSG00000145391";"ENSG00000145439";"ENSG00000145675";"ENSG00000145703";"ENSG00000145779";"ENSG00000145882";"ENSG00000145908";"ENSG00000146038";"ENSG00000146039";"ENSG00000146072";"ENSG00000146085";"ENSG00000146143";"ENSG00000146216";"ENSG00000146242";"ENSG00000147100";"ENSG00000147408";"ENSG00000147419";"ENSG00000147592";"ENSG00000147647";"ENSG00000147676";"ENSG00000147813";"ENSG00000147853";"ENSG00000148090";"ENSG00000148288";"ENSG00000148346";"ENSG00000148584";"ENSG00000148600";"ENSG00000148672";"ENSG00000148943";"ENSG00000149084";"ENSG00000149212";"ENSG00000149294";"ENSG00000149476";"ENSG00000149503";"ENSG00000149527";"ENSG00000149547";"ENSG00000149596";"ENSG00000149639";"ENSG00000150527";"ENSG00000150556";"ENSG00000150961";"ENSG00000151093";"ENSG00000151498";"ENSG00000151552";"ENSG00000151611";"ENSG00000151632";"ENSG00000151725";"ENSG00000152104";"ENSG00000152270";"ENSG00000152620";"ENSG00000152700";"ENSG00000153904";"ENSG00000154122";"ENSG00000154305";"ENSG00000154719";"ENSG00000154760";"ENSG00000154856";"ENSG00000155016";"ENSG00000155066";"ENSG00000155265";"ENSG00000156011";"ENSG00000156017";"ENSG00000156096";"ENSG00000156110";"ENSG00000156127";"ENSG00000156222";"ENSG00000156709";"ENSG00000157103";"ENSG00000157227";"ENSG00000157326";"ENSG00000157765";"ENSG00000157916";"ENSG00000158104";"ENSG00000158109";"ENSG00000158125";"ENSG00000158825";"ENSG00000158828";"ENSG00000159307";"ENSG00000159314";"ENSG00000159842";"ENSG00000160050";"ENSG00000160216";"ENSG00000160796";"ENSG00000160803";"ENSG00000161249";"ENSG00000161533";"ENSG00000161558";"ENSG00000161714";"ENSG00000161791";"ENSG00000161813";"ENSG00000162069";"ENSG00000162366";"ENSG00000162378";"ENSG00000162433";"ENSG00000162458";"ENSG00000162600";"ENSG00000162688";"ENSG00000162735";"ENSG00000162738";"ENSG00000162817";"ENSG00000162972";"ENSG00000163013";"ENSG00000163040";"ENSG00000163071";"ENSG00000163082";"ENSG00000163362";"ENSG00000163485";"ENSG00000163541";"ENSG00000163581";"ENSG00000163626";"ENSG00000163686";"ENSG00000163898";"ENSG00000163975";"ENSG00000164038";"ENSG00000164040";"ENSG00000164068";"ENSG00000164078";"ENSG00000164096";"ENSG00000164117";"ENSG00000164172";"ENSG00000164181";"ENSG00000164237";"ENSG00000164406";"ENSG00000164494";"ENSG00000164825";"ENSG00000164849";"ENSG00000164904";"ENSG00000165105";"ENSG00000165238";"ENSG00000165672";"ENSG00000165678";"ENSG00000165688";"ENSG00000166016";"ENSG00000166145";"ENSG00000166405";"ENSG00000166503";"ENSG00000166575";"ENSG00000166816";"ENSG00000166840";"ENSG00000166855";"ENSG00000166902";"ENSG00000166963";"ENSG00000167173";"ENSG00000167183";"ENSG00000167191";"ENSG00000167363";"ENSG00000167535";"ENSG00000167555";"ENSG00000167588";"ENSG00000167615";"ENSG00000167695";"ENSG00000167700";"ENSG00000167861";"ENSG00000167964";"ENSG00000167969";"ENSG00000167972";"ENSG00000168291";"ENSG00000168350";"ENSG00000168575";"ENSG00000168675";"ENSG00000168827";"ENSG00000169083";"ENSG00000169136";"ENSG00000169247";"ENSG00000169372";"ENSG00000169439";"ENSG00000169710";"ENSG00000169764";"ENSG00000169783";"ENSG00000169814";"ENSG00000169862";"ENSG00000169891";"ENSG00000170004";"ENSG00000170315";"ENSG00000170381";"ENSG00000170385";"ENSG00000170456";"ENSG00000170482";"ENSG00000170634";"ENSG00000170801";"ENSG00000170917";"ENSG00000170927";"ENSG00000171084";"ENSG00000171100";"ENSG00000171124";"ENSG00000171130";"ENSG00000171234";"ENSG00000171345";"ENSG00000171365";"ENSG00000171603";"ENSG00000171714";"ENSG00000171729";"ENSG00000171759";"ENSG00000171903";"ENSG00000172057";"ENSG00000172081";"ENSG00000172264";"ENSG00000172340";"ENSG00000172379";"ENSG00000172819";"ENSG00000172831";"ENSG00000172932";"ENSG00000173166";"ENSG00000173406";"ENSG00000173546";"ENSG00000173621";"ENSG00000173638";"ENSG00000173905";"ENSG00000174282";"ENSG00000174938";"ENSG00000174939";"ENSG00000175003";"ENSG00000175048";"ENSG00000175110";"ENSG00000175115";"ENSG00000175130";"ENSG00000175198";"ENSG00000175274";"ENSG00000175311";"ENSG00000175600";"ENSG00000175606";"ENSG00000175806";"ENSG00000176046";"ENSG00000176055";"ENSG00000176454";"ENSG00000176974";"ENSG00000177133";"ENSG00000177469";"ENSG00000177943";"ENSG00000178425";"ENSG00000178498";"ENSG00000178537";"ENSG00000178573";"ENSG00000178773";"ENSG00000179152";"ENSG00000179761";"ENSG00000179918";"ENSG00000179988";"ENSG00000180061";"ENSG00000180530";"ENSG00000180900";"ENSG00000181035";"ENSG00000182195";"ENSG00000182240";"ENSG00000182310";"ENSG00000182871";"ENSG00000182890";"ENSG00000183048";"ENSG00000183496";"ENSG00000183723";"ENSG00000183778";"ENSG00000183833";"ENSG00000184117";"ENSG00000184227";"ENSG00000184292";"ENSG00000184384";"ENSG00000184489";"ENSG00000184916";"ENSG00000184922";"ENSG00000184985";"ENSG00000185070";"ENSG00000185100";"ENSG00000185101";"ENSG00000185252";"ENSG00000185585";"ENSG00000185803";"ENSG00000185875";"ENSG00000185973";"ENSG00000186106";"ENSG00000186111";"ENSG00000186115";"ENSG00000186318";"ENSG00000186409";"ENSG00000186529";"ENSG00000186575";"ENSG00000186792";"ENSG00000186806";"ENSG00000186827";"ENSG00000187097";"ENSG00000187479";"ENSG00000187535";"ENSG00000187566";"ENSG00000188064";"ENSG00000188290";"ENSG00000188322";"ENSG00000188488";"ENSG00000188522";"ENSG00000188611";"ENSG00000188641";"ENSG00000188997";"ENSG00000189241";"ENSG00000196549";"ENSG00000196616";"ENSG00000196923";"ENSG00000196924";"ENSG00000197119";"ENSG00000197162";"ENSG00000197283";"ENSG00000197312";"ENSG00000197355";"ENSG00000197417";"ENSG00000197448";"ENSG00000197457";"ENSG00000197506";"ENSG00000197594";"ENSG00000197893";"ENSG00000197905";"ENSG00000197948";"ENSG00000197956";"ENSG00000198075";"ENSG00000198099";"ENSG00000198157";"ENSG00000198223";"ENSG00000198431";"ENSG00000198467";"ENSG00000198563";"ENSG00000198610";"ENSG00000198648";"ENSG00000198682";"ENSG00000198720";"ENSG00000198753";"ENSG00000198796";"ENSG00000198826";"ENSG00000198837";"ENSG00000198848";"ENSG00000204175";"ENSG00000204370";"ENSG00000204681";"ENSG00000205707";"ENSG00000205795";"ENSG00000206530";"ENSG00000211452";"ENSG00000211660";"ENSG00000211677";"ENSG00000211892";"ENSG00000211896";"ENSG00000211950";"ENSG00000213066";"ENSG00000213533";"ENSG00000213626";"ENSG00000213719";"ENSG00000213918";"ENSG00000213937";"ENSG00000214021";"ENSG00000214530";"ENSG00000214548";"ENSG00000225614";"ENSG00000228716";"ENSG00000229689";"ENSG00000229931";"ENSG00000231013";"ENSG00000232453";"ENSG00000232931";"ENSG00000234155";"ENSG00000235162";"ENSG00000235501";"ENSG00000235899";"ENSG00000237523";"ENSG00000237988";"ENSG00000239521";"ENSG00000240303";"ENSG00000241119";"ENSG00000242110";"ENSG00000243955";"ENSG00000245105";"ENSG00000248727";"ENSG00000249948";"ENSG00000250305";"ENSG00000250479";"ENSG00000250722";"ENSG00000253368";"ENSG00000259319";"ENSG00000259802";"ENSG00000263069";"ENSG00000263400";"ENSG00000263528";"ENSG00000264575";"ENSG00000266412";"ENSG00000267121";"ENSG00000271447";"ENSG00000272398";"ENSG00000275342"
"ENSG00000001084";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ENSG00000001461";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ENSG00000002587";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
